Rk,Pick,YR,HT,PLAYER,TEAM,CONF,G,ROLE,MIN_PCT,PRPG,D_PRPG,BPM,OBPM,DBPM,ORTG,DRTG,USG,EFG,TS,OR,DR,AST,TO,A_TO,BLK,STL,FTR,FC40,DUNKS_MADE_ATT,DUNKS_PCT,CLOSE_2_MADE_ATT,CLOSE_2_PCT,FAR_2_MADE_ATT,FAR_2_PCT,FT_MADE_ATT,FT_PCT,2P_MADE_ATT,2P_PCT,3PR,3P_PER_100,3P_MADE_ATT,3P_PCT
82,-,Jr,6-0,Josh Hubbard,Mississippi St.,SEC,32,Scoring PG,82.4,4.3,2.9,5.2,5.6,-0.3,109.8,108.6,31.4,50.6,54.4,0.9,6.8,22.5,12.6,1.5,0.3,2.0,32.7,1.5,1-1,1.000,68-111,.613,74-177,.418,138-184,.750,142-288,.493,48.8,14.3,95-274,.347
83,-,Jr,6-5,Kevin Overton,Auburn,SEC,38,Wing G,78.5,4.3,3.0,4.6,4.0,0.6,128.4,107.0,17.7,57.2,61.6,2.8,9.6,7.3,10.6,1.2,0.8,2.1,32.1,3.1,3-3,1.000,41-70,.586,32-77,.416,104-121,.860,73-147,.497,61.0,11.1,95-230,.413
84,-,Jr,6-0,Markus Burton,Notre Dame,ACC,10,Scoring PG,23.9,4.3,2.9,7.4,4.6,2.8,115.0,105.9,30.7,53.0,59.4,2.3,8.5,29.3,16.8,1.4,0.4,3.2,36.1,3.9,0-0,.000,32-51,.627,22-46,.478,44-48,.917,54-97,.557,27.1,7.1,11-36,.306
85,-,So,6-2,Daniel Freitag,Buffalo,MAC,21,Scoring PG,58.2,4.3,2.2,3.8,4.8,-1.0,118.8,115.3,29.1,50.7,58.6,2.4,13.6,23.5,11.2,2.1,1.2,2.4,60.6,2.8,5-7,.714,35-70,.500,30-72,.417,138-169,.817,65-142,.458,49.1,11.5,51-137,.372
86,-,So,6-0,Carson Johnson,Denver,Sum,29,Combo G,90.1,4.2,1.0,-0.3,3.4,-3.7,121.7,126.4,24.4,53.0,58.6,0.6,5.7,15.5,9.5,2.3,0.2,0.8,35.1,2.6,0-0,.000,32-62,.516,82-169,.485,130-148,.878,114-231,.494,45.3,10.5,73-191,.382
87,-,So,6-6,Isaac Celiscar,Yale,Ivy,29,Wing G,78.0,4.2,2.8,5.4,4.7,0.7,132.6,108.6,19.8,61.1,65.3,7.4,17.0,18.4,13.5,2.4,1.2,1.5,46.6,2.6,5-5,1.000,85-128,.664,26-53,.491,89-111,.802,111-181,.613,23.9,3.8,23-57,.404
88,-,Sr,6-9,Malik Reneau,Miami FL,ACC,35,PF/C,72.5,4.2,3.7,7.3,5.4,1.9,116.4,98.0,30.1,57.0,61.8,10.2,16.6,13.8,18.6,0.7,3.3,2.1,47.6,3.4,26-33,.788,177-272,.651,33-90,.367,164-208,.788,210-362,.580,17.2,4.2,26-75,.347
89,-,Jr,6-5,Rodney Rice,USC,B10,6,Pure PG,16.1,4.2,2.6,4.5,4.4,0.1,116.2,110.7,29.3,48.9,53.7,1.8,9.3,38.9,10.4,3.3,0.5,1.9,41.1,2.0,0-0,.000,11-22,.500,13-34,.382,29-39,.744,24-56,.429,41.1,10.8,15-39,.385
90,-,Sr,5-11,Brody Robinson,Oakland,Horz,31,Pure PG,90.8,4.2,2.1,2.0,4.0,-2.0,120.3,117.8,24.2,51.8,60.2,0.9,7.6,31.4,16.4,2.7,0.1,2.0,73.3,1.9,1-1,1.000,58-121,.479,4-13,.308,198-247,.802,62-134,.463,60.2,10.1,75-203,.369
91,-,Jr,5-10,Tijan Saine Jr.,Weber St.,BSky,30,Scoring PG,83.1,4.2,2.1,3.1,4.5,-1.3,123.9,116.6,24.5,52.2,60.7,1.0,7.3,25.0,12.9,2.4,0.0,1.8,53.4,2.0,0-0,.000,90-164,.549,21-52,.404,170-190,.895,111-216,.514,39.3,7.9,50-140,.357
92,-,Jr,6-1,Tariq Francis,Rutgers,B10,34,Scoring PG,68.7,4.2,2.5,6.9,5.6,1.2,117.4,108.1,29.3,47.9,55.9,1.3,8.7,25.7,8.7,2.5,0.1,2.2,41.7,3.4,0-0,.000,32-66,.485,97-218,.445,164-180,.911,129-284,.454,34.3,9.4,52-148,.351
93,-,Jr,6-3,Terrence Brown,Utah,B12,32,Scoring PG,78.6,4.2,2.6,3.1,3.7,-0.7,108.1,110.6,32.9,48.6,54.0,1.3,7.6,27.7,13.7,1.6,0.3,2.6,41.5,2.0,20-23,.870,141-253,.557,50-141,.355,158-204,.775,191-394,.485,19.9,5.7,32-98,.327
94,-,Jr,6-4,Jake Fiegen,Cornell,Ivy,22,Wing G,57.5,4.1,1.5,5.2,7.2,-2.0,130.6,118.1,23.9,63.9,66.1,7.1,15.3,14.4,9.8,1.8,1.4,2.0,31.3,3.6,6-7,.857,75-107,.701,11-22,.500,61-79,.772,86-129,.667,48.8,11.5,50-123,.407
95,-,Sr,6-4,Jayden Stone,Missouri,SEC,26,Wing G,58.8,4.1,3.3,7.2,5.7,1.5,130.0,102.3,18.2,59.3,63.3,3.5,16.1,11.6,10.5,1.9,0.9,1.7,36.9,2.1,9-10,.900,55-75,.733,10-31,.323,71-87,.816,65-106,.613,55.1,9.6,50-130,.385
96,-,Sr,6-10,Logan Duncomb,Winthrop,BSth,30,C,59.8,4.1,2.4,8.1,7.7,0.3,125.5,106.2,31.4,58.7,64.5,14.8,22.6,15.6,13.8,0.8,3.7,1.8,82.3,4.7,15-17,.882,136-211,.645,43-91,.473,189-251,.753,179-302,.593,1.0,0.2,0-3,.000
97,-,Fr,6-9,Allen Graves,Santa Clara,WCC,34,Stretch 4,57.0,4.1,3.1,12.7,8.5,4.2,135.4,94.6,22.4,58.2,61.5,13.9,20.0,13.8,8.2,2.5,5.0,4.9,40.6,5.3,21-23,.913,76-120,.633,29-65,.446,84-112,.750,105-185,.568,33.0,6.7,37-91,.407
98,-,Sr,6-10,Duke Brennan,Villanova,BE,32,C,74.2,4.1,3.9,5.9,4.3,1.7,122.8,97.3,21.1,65.8,65.4,15.1,24.0,12.0,18.3,1.0,1.9,1.6,77.9,3.1,26-31,.839,121-181,.669,25-41,.610,106-173,.613,146-222,.658,0.0,0.0,0-0,.000
99,-,Sr,6-2,Jed Miller,Montana St.,BSky,29,Wing G,89.1,4.1,3.3,4.8,4.0,0.8,126.8,108.0,20.4,57.8,61.3,5.8,13.6,15.0,10.9,2.3,0.4,2.5,31.6,2.7,0-0,.000,19-28,.679,42-83,.506,79-99,.798,61-111,.550,64.5,11.6,80-202,.396
100,-,Sr,6-1,Don McHenry,Utah,B12,32,Combo G,76.9,4.1,2.3,4.0,5.4,-1.4,118.6,113.3,24.0,53.7,57.7,2.0,8.5,12.0,7.9,1.8,0.0,1.2,27.6,1.3,1-1,1.000,55-102,.539,52-114,.456,96-115,.835,107-216,.495,48.2,11.9,78-201,.388
101,-,So,6-8,DeSean Goode,Robert Morris,Horz,31,PF/C,76.8,4.1,3.0,6.1,5.6,0.5,135.7,106.1,19.7,69.9,71.4,11.5,21.3,8.5,14.3,1.0,1.9,1.6,37.4,2.8,4-6,.667,126-182,.692,22-45,.489,82-108,.759,148-227,.652,21.5,3.9,36-62,.581
102,-,So,6-5,"Paul McNeil, Jr.",N.C. State,ACC,34,Wing G,70.7,4.1,2.8,6.3,6.4,-0.1,131.3,105.9,18.2,59.7,63.5,3.2,11.0,5.2,4.6,2.0,1.7,1.2,33.9,2.3,4-4,1.000,25-40,.625,8-33,.242,89-108,.824,33-73,.452,77.1,14.6,105-246,.427
103,-,Sr,5-10,Daeshun Ruffin,Jackson St.,SWAC,28,Pure PG,70.8,4.1,1.6,2.6,4.2,-1.7,107.9,120.6,36.2,47.2,55.3,1.7,7.5,45.2,17.4,1.4,0.5,2.7,50.8,2.5,0-1,.000,99-180,.550,61-157,.389,204-242,.843,160-337,.475,29.2,8.3,43-139,.309
104,-,So,6-5,Gavin Doty,Siena,MAAC,35,Wing G,91.6,4.1,3.5,4.8,4.1,0.6,122.0,106.7,23.4,50.8,57.0,5.0,17.4,13.1,7.3,2.2,0.2,2.1,39.4,1.6,3-3,1.000,80-136,.588,87-188,.463,157-183,.858,167-324,.515,30.3,6.8,46-141,.326
105,-,So,6-3,Terrence Hill Jr.,VCU,A10,36,Scoring PG,62.3,4.1,2.5,7.5,7.0,0.4,128.0,106.0,25.0,57.6,62.2,1.4,10.4,23.9,10.2,2.5,0.2,1.3,36.6,2.4,0-0,.000,58-91,.637,33-59,.559,114-135,.844,91-150,.607,59.3,14.0,81-219,.370
106,-,Fr,6-5,Tounde Yessoufou,Baylor,B12,33,Wing G,81.7,4.0,3.6,4.9,3.9,1.0,113.0,102.8,25.4,51.1,54.1,8.7,12.0,8.9,13.1,0.8,1.9,3.3,27.6,2.9,19-21,.905,74-108,.685,87-184,.473,96-130,.738,161-292,.551,38.0,9.6,53-179,.296
107,-,So,6-3,Joshua Dent,Saint Mary's,WCC,32,Pure PG,91.1,4.0,4.6,5.8,2.8,3.0,122.1,97.8,19.0,55.6,60.9,1.0,6.7,28.8,20.4,2.4,0.5,2.6,31.4,2.1,0-0,.000,55-89,.618,24-62,.387,84-92,.913,79-151,.523,48.5,7.4,56-142,.394
108,-,Fr,6-4,Jake Hall,New Mexico,MWC,36,Combo G,78.6,4.0,3.4,5.9,5.2,0.7,125.8,103.4,19.9,61.0,63.3,2.0,9.5,9.9,9.8,1.5,0.1,1.5,24.5,2.2,0-1,.000,43-69,.623,41-85,.482,80-101,.792,84-154,.545,62.7,12.9,112-259,.432
109,-,Sr,6-6,Quadir Copeland,N.C. State,ACC,34,Pure PG,71.3,4.0,3.3,6.3,3.7,2.6,116.2,100.8,28.1,53.0,59.2,2.4,11.9,41.8,20.1,2.3,0.6,3.6,58.0,4.2,15-17,.882,116-205,.566,16-51,.314,141-182,.775,132-256,.516,18.5,3.4,23-58,.397
110,-,So,6-1,John Mobley Jr.,Ohio St.,B10,31,Scoring PG,71.4,4.0,3.2,5.5,5.3,0.1,117.8,104.9,23.5,56.7,60.4,1.5,7.7,17.0,14.9,1.5,0.4,1.4,25.3,2.2,0-0,.000,21-45,.467,37-78,.474,79-91,.868,58-123,.472,65.7,14.5,97-236,.411
111,-,Sr,6-2,Miles Barnstable,Tulsa,Amer,36,Wing G,75.7,4.0,2.7,5.2,5.0,0.2,131.6,108.4,18.4,59.7,64.5,3.7,10.3,8.7,9.7,1.5,1.3,1.5,35.3,2.4,16-17,.941,60-94,.638,1-10,.100,108-122,.885,61-104,.587,69.9,12.7,97-242,.401
112,-,Fr,6-6,Lewis Walker,North Carolina A&T,CAA,28,Wing G,85.5,4.0,1.9,1.1,3.1,-1.9,124.1,118.4,23.3,54.9,63.5,3.4,12.9,10.9,12.6,1.0,0.2,1.1,65.6,3.0,1-1,1.000,57-86,.663,72-150,.480,178-206,.864,129-236,.547,24.8,4.7,29-78,.372
113,-,Sr,6-3,Ryan Conwell,Louisville,ACC,34,Combo G,75.0,4.0,4.0,5.9,4.3,1.5,113.2,96.7,27.5,52.1,56.6,2.3,14.4,16.5,14.2,1.2,0.6,2.0,30.2,3.6,0-0,.000,72-122,.590,17-46,.370,124-149,.832,89-168,.530,65.9,17.4,112-325,.345
114,-,So,6-6,Isaiah Evans,Duke,ACC,38,Wing G,70.5,3.9,4.1,8.2,5.8,2.4,122.4,92.2,21.8,55.0,59.0,1.7,10.7,8.4,11.0,1.1,2.9,1.5,26.5,1.7,22-24,.917,62-90,.689,23-60,.383,98-114,.860,85-150,.567,65.1,15.6,101-280,.361
115,-,Fr,6-1,Preston Edmead,Hofstra,CAA,33,Scoring PG,85.6,3.9,2.9,3.7,4.0,-0.3,118.6,110.4,25.0,51.4,57.1,2.7,8.6,25.4,15.7,2.0,0.0,0.8,39.2,3.0,0-0,.000,27-54,.500,41-110,.373,131-157,.834,68-164,.415,59.1,12.8,92-237,.388
116,-,Sr,6-5,Corey Camper Jr.,Nevada,MWC,33,Wing G,71.0,3.9,3.4,7.2,5.7,1.5,119.1,103.5,23.6,53.6,57.4,3.7,13.7,18.7,9.7,2.1,1.1,2.1,29.8,1.8,15-17,.882,65-111,.586,56-135,.415,100-125,.800,121-246,.492,41.3,9.7,69-173,.399
117,-,Sr,6-2,Jadin Booth,Samford,SC,29,Combo G,88.2,3.9,2.6,3.7,4.7,-1.0,122.7,113.8,24.0,59.4,64.2,0.9,10.4,12.7,10.4,1.4,0.2,1.8,36.4,2.4,0-0,.000,42-62,.677,25-74,.338,132-152,.868,67-136,.493,67.5,15.3,121-282,.429
118,-,Fr,6-5,Meleek Thomas,Arkansas,SEC,37,Combo G,75.2,3.9,3.4,5.9,4.3,1.6,120.3,101.9,22.1,52.2,55.9,3.5,10.8,13.2,8.2,2.5,0.6,2.8,23.1,2.7,3-5,.600,69-117,.590,52-153,.340,91-108,.843,121-270,.448,42.2,9.6,82-197,.416
119,-,Fr,6-5,Mikel Brown Jr.,Louisville,ACC,21,Scoring PG,43.8,3.9,3.7,5.4,4.2,1.2,111.9,98.3,31.0,51.1,57.7,0.2,12.1,30.3,19.3,1.5,0.5,2.4,44.7,2.2,10-12,.833,47-72,.653,10-41,.244,103-122,.844,57-113,.504,58.6,14.7,55-160,.344
120,-,Jr,6-4,Rowan Brumbaugh,Tulane,Amer,32,Combo G,89.5,3.9,2.8,3.5,3.9,-0.4,112.3,111.8,27.0,52.2,59.1,2.9,12.2,23.2,14.3,1.5,0.6,2.5,57.8,2.6,0-0,.000,98-157,.624,22-77,.286,187-234,.799,120-234,.513,42.2,8.7,61-171,.357
121,-,Sr,6-4,Otega Oweh,Kentucky,SEC,36,Combo G,81.6,3.9,4.2,5.9,3.3,2.6,111.2,97.0,27.1,51.0,55.4,3.3,12.9,16.3,13.3,1.3,0.9,3.1,42.9,3.3,46-51,.902,144-225,.640,45-143,.315,158-216,.731,189-368,.514,26.8,6.5,45-135,.333
122,-,Sr,6-10,Izaiyah Nelson,South Florida,Amer,33,C,67.2,3.9,3.8,8.6,5.7,2.8,126.3,94.0,23.7,56.5,60.9,14.4,21.0,8.8,11.2,0.9,5.9,3.3,59.9,4.6,80-98,.816,162-246,.659,15-37,.405,143-197,.726,177-283,.625,14.0,2.8,6-46,.130
123,-,So,7-0,Matas Vokietaitis,Texas,SEC,35,C,65.0,3.9,2.8,3.5,3.4,0.0,118.7,103.2,27.7,61.0,63.9,12.2,19.5,5.1,16.3,0.3,3.4,0.4,96.2,5.3,52-58,.897,164-238,.689,14-54,.259,188-281,.669,178-292,.610,0.0,0.0,0-0,.000
124,-,Sr,6-0,Sam Hoiberg,Nebraska,B10,35,Scoring PG,80.3,3.8,5.1,8.1,1.7,6.4,129.7,88.8,15.3,61.1,63.1,3.5,15.0,24.4,14.6,3.7,0.4,3.7,26.2,3.1,0-0,.000,90-129,.698,2-16,.125,45-60,.750,92-145,.634,36.7,4.5,32-84,.381
125,-,Jr,6-11,Alex Condon,Florida,SEC,34,PF/C,74.2,3.8,4.6,9.5,4.8,4.8,117.6,90.9,23.6,56.9,59.4,8.2,17.4,20.0,18.7,1.5,4.6,1.2,57.1,3.6,48-52,.923,134-203,.660,46-84,.548,126-194,.649,180-287,.627,15.6,2.8,9-53,.170
126,-,Sr,6-7,Chad Baker-Mazara,USC,B10,25,Stretch 4,59.1,3.8,3.2,8.0,6.1,1.9,114.1,102.9,27.6,53.5,60.0,2.1,13.4,19.8,16.4,1.2,4.7,1.4,39.1,3.5,8-9,.889,38-57,.667,47-113,.416,115-128,.898,85-170,.500,48.0,11.8,60-157,.382
127,-,Jr,6-3,Baraka Okojie,Mercer,SC,29,Scoring PG,87.7,3.8,2.2,1.5,2.9,-1.3,116.0,116.7,29.4,47.5,57.0,2.1,7.3,28.5,15.5,2.0,0.2,2.2,69.8,2.6,5-5,1.000,56-102,.549,71-168,.423,218-268,.813,127-270,.470,29.7,6.4,37-114,.325
128,-,Jr,6-4,Finley Bizjack,Butler,BE,31,Combo G,81.0,3.8,2.8,2.6,3.5,-0.9,116.7,109.9,22.3,51.4,57.7,1.8,5.5,14.6,13.1,1.5,0.3,1.2,41.8,1.5,1-1,1.000,56-101,.554,39-87,.448,136-160,.850,95-188,.505,50.9,10.6,68-195,.349
129,-,Sr,6-6,Jakobi Heady,Bethune Cookman,SWAC,31,Wing G,88.4,3.8,2.6,3.7,3.7,-0.0,123.2,112.8,21.4,58.0,64.5,4.7,11.0,10.4,13.5,1.0,0.4,2.3,68.2,1.4,26-31,.839,114-170,.671,19-66,.288,181-225,.804,133-236,.564,28.5,4.8,39-94,.415
130,-,Sr,6-7,J'Vonne Hadley,Louisville,ACC,34,Wing G,68.0,3.8,3.7,7.4,4.3,3.1,131.2,96.4,16.3,63.3,64.8,5.1,14.8,11.2,10.5,2.1,1.2,2.0,33.8,3.1,6-7,.857,85-134,.634,24-42,.571,62-88,.705,109-176,.619,32.3,5.0,37-84,.440
131,-,Sr,6-1,Benny Gealer,Stanford,ACC,33,Combo G,73.4,3.8,3.1,5.8,3.4,2.4,132.9,104.0,15.0,60.3,63.5,1.8,8.8,10.9,9.3,2.4,0.5,3.1,22.2,3.1,0-0,.000,14-25,.560,12-22,.545,51-57,.895,26-47,.553,81.7,12.8,86-210,.410
132,-,Sr,6-3,Nick Anderson,Rice,Amer,29,Wing G,73.9,3.8,2.2,5.9,5.9,0.0,125.5,113.0,22.0,56.5,60.4,3.6,12.6,8.4,9.6,1.1,1.1,2.4,34.1,3.0,10-13,.769,41-73,.562,23-54,.426,91-113,.805,64-127,.504,61.6,13.9,82-204,.402
133,-,Sr,6-10,KeShawn Murphy,Auburn,SEC,31,PF/C,48.2,3.8,2.9,8.1,6.3,1.8,130.1,99.2,20.1,58.9,61.8,12.7,20.7,10.5,11.3,1.4,4.6,2.3,40.0,3.4,30-32,.938,88-132,.667,25-52,.481,66-90,.733,113-184,.614,18.2,3.2,13-41,.317
134,-,Fr,6-10,Nate Ament,Tennessee,SEC,35,Wing F,69.5,3.8,4.2,7.2,4.5,2.7,113.3,93.2,27.8,45.2,53.4,6.7,17.0,14.8,16.2,1.0,2.7,1.9,57.8,2.7,13-15,.867,59-114,.518,66-177,.373,196-248,.790,125-291,.430,32.2,7.9,46-138,.333
135,-,Sr,6-3,Jaden Bradley,Arizona,B12,39,Scoring PG,76.2,3.8,4.5,7.5,3.2,4.4,119.3,91.7,21.1,49.9,56.8,1.8,9.5,23.2,15.1,2.5,0.3,2.6,51.2,2.6,4-5,.800,64-124,.516,80-177,.452,152-188,.809,144-301,.478,18.0,3.1,26-66,.394
136,-,Sr,6-2,Donovan Dent,UCLA,B10,35,Pure PG,82.8,3.8,4.0,4.9,3.1,1.8,109.5,100.3,26.3,43.0,46.7,1.7,8.6,41.6,12.4,4.1,1.3,3.0,35.4,2.0,0-1,.000,102-198,.515,54-157,.344,99-151,.656,156-355,.439,16.7,3.6,18-71,.254
137,-,Sr,6-3,B.J. Edwards,SMU,ACC,28,Combo G,67.8,3.8,3.9,7.1,3.9,3.2,120.9,99.8,19.7,55.1,57.9,4.4,15.2,23.8,16.8,2.6,0.7,4.0,25.5,2.0,11-13,.846,64-95,.674,24-66,.364,54-70,.771,88-161,.547,41.2,6.9,42-113,.372
138,-,Sr,6-5,Anthony Roy,Oklahoma St.,B12,31,Wing G,62.9,3.8,2.6,5.3,6.2,-0.9,118.3,108.1,23.3,55.5,60.9,2.5,12.8,8.6,12.7,0.8,0.9,1.0,38.5,2.2,0-0,.000,59-106,.557,8-27,.296,120-140,.857,67-133,.504,63.5,13.9,90-231,.390
139,-,Sr,6-2,Camren Hunter,Central Arkansas,ASun,32,Combo G,77.9,3.8,2.7,6.5,6.4,0.1,120.3,109.6,29.0,58.0,61.3,4.2,12.0,19.8,11.6,1.5,1.2,2.5,30.9,1.9,0-0,.000,131-192,.682,41-100,.410,119-150,.793,172-292,.589,39.8,11.0,73-193,.378
140,-,Sr,6-7,Rashaun Agee,Texas A&M,SEC,34,Stretch 4,65.5,3.8,3.5,8.6,5.9,2.7,122.2,95.9,25.1,52.7,58.1,10.5,24.8,16.7,10.9,1.8,3.4,2.0,55.5,3.6,21-23,.913,123-199,.618,21-53,.396,141-188,.750,144-252,.571,25.7,5.3,23-87,.264
141,-,Sr,6-1,Keon Thompson,Stephen F. Austin,Slnd,32,Scoring PG,75.5,3.8,3.2,5.0,3.8,1.2,111.8,104.3,33.3,52.4,56.0,4.0,14.5,32.5,16.5,1.7,0.5,2.2,44.7,3.3,4-4,1.000,127-221,.575,65-137,.474,136-196,.694,192-358,.536,18.3,5.0,25-80,.313
142,-,Sr,6-5,Tyler Lundblade,Belmont,MVC,31,Combo G,85.9,3.8,2.4,1.8,3.8,-2.0,127.8,114.2,17.5,59.7,64.0,0.6,7.6,8.8,8.8,2.0,0.1,0.5,26.5,1.6,0-0,.000,13-23,.565,22-43,.512,84-90,.933,35-66,.530,80.6,14.5,112-274,.409
143,-,Jr,6-2,Xzayvier Brown,Oklahoma,SEC,37,Combo G,79.8,3.8,3.1,4.3,3.4,0.9,118.0,106.6,22.7,52.6,57.0,1.4,9.8,19.1,13.1,2.0,0.7,2.3,26.9,2.4,0-0,.000,77-133,.579,63-129,.488,104-119,.874,140-262,.534,40.9,8.8,62-181,.343
144,-,Sr,6-7,Tre White,Kansas,B12,35,Wing F,77.8,3.8,4.3,6.0,3.8,2.2,115.9,94.8,21.3,53.5,60.0,7.0,14.9,10.7,16.1,1.0,1.3,1.1,43.1,2.5,19-23,.826,71-119,.597,20-69,.290,123-141,.872,91-188,.484,42.5,7.4,56-139,.403
145,-,Sr,6-10,Parsa Fallah,Oklahoma St.,B12,26,Wing F,48.4,3.7,2.8,6.5,5.4,1.1,123.0,103.9,22.2,62.3,64.2,9.8,14.8,6.3,12.4,0.6,1.9,2.4,51.0,3.4,4-5,.800,119-179,.665,12-30,.400,83-122,.680,131-209,.627,12.6,2.4,12-30,.400
146,-,Fr,6-9,Thijs De Ridder,Virginia,ACC,36,Stretch 4,68.2,3.7,3.5,6.2,4.8,1.4,118.6,97.3,26.5,55.9,59.1,9.9,14.7,11.7,14.6,0.9,1.9,1.8,43.9,3.4,14-16,.875,112-180,.622,47-100,.470,122-172,.709,159-280,.568,28.6,6.8,40-112,.357
147,-,Sr,6-10,Robbie Avila,Saint Louis,A10,34,Wing F,66.3,3.7,3.2,8.1,5.8,2.3,126.6,99.9,22.2,60.2,64.4,2.9,14.5,25.9,16.6,2.4,2.3,1.4,43.7,2.7,0-0,.000,68-109,.624,7-15,.467,98-122,.803,75-124,.605,55.6,9.5,62-155,.400
148,-,Jr,6-0,Evan Ipsaro,Miami OH,MAC,10,Scoring PG,23.6,3.7,1.9,4.2,3.8,0.3,132.9,115.6,20.8,62.4,67.4,2.1,7.2,21.4,11.9,2.6,0.0,2.1,54.1,2.0,0-0,.000,26-38,.684,9-16,.563,38-46,.826,35-54,.648,36.5,5.9,12-31,.387
149,-,So,6-4,Zoom Diallo,Washington,B10,33,Scoring PG,73.3,3.7,3.2,4.2,3.5,0.7,112.5,103.2,28.5,51.7,56.3,3.6,11.7,30.3,17.8,1.7,0.0,1.3,31.4,3.6,3-3,1.000,78-133,.586,95-195,.487,104-126,.825,173-328,.527,18.2,4.4,23-73,.315
150,-,Jr,6-5,Blue Cain,Georgia,SEC,33,Wing G,68.4,3.7,3.2,6.9,5.3,1.6,126.9,100.9,20.2,53.6,58.3,6.1,13.4,15.8,10.5,2.4,0.7,2.7,26.1,2.3,12-13,.923,88-136,.647,21-43,.488,78-86,.907,109-179,.609,45.6,8.9,45-150,.300
151,-,Jr,6-5,Michael McNair,Boston University,Pat,33,Wing G,89.6,3.7,1.7,2.8,4.8,-1.9,125.0,120.4,21.1,60.9,62.7,3.8,14.0,12.3,10.3,1.7,1.2,1.8,26.0,1.8,5-5,1.000,62-101,.614,23-56,.411,76-103,.738,85-157,.541,60.4,12.4,104-239,.435
152,-,So,6-4,Trent Perry,UCLA,B10,35,Combo G,72.0,3.7,3.2,5.6,3.8,1.7,120.3,103.1,21.0,51.5,59.2,3.2,9.0,16.8,13.0,2.1,0.6,1.9,52.0,2.3,0-0,.000,41-76,.539,42-102,.412,133-155,.858,83-178,.466,40.3,7.0,47-120,.392
153,-,So,5-9,Jaquan Johnson,Bradley,MVC,33,Scoring PG,73.7,3.7,3.2,6.9,4.2,2.7,116.2,103.1,28.2,48.3,55.3,3.6,12.1,25.3,9.8,2.6,0.1,4.6,53.3,3.1,0-0,.000,80-149,.537,35-115,.304,168-213,.789,115-264,.436,34.0,8.0,52-136,.382
154,-,Sr,6-10,Trevon Brazile,Arkansas,SEC,36,Stretch 4,75.6,3.7,4.1,8.1,4.8,3.3,125.3,96.5,17.2,59.5,61.9,5.8,20.6,7.6,10.8,1.5,5.2,2.6,37.3,2.5,54-56,.964,108-133,.812,16-57,.281,86-120,.717,124-190,.653,41.0,6.4,45-132,.341
155,-,Fr,6-4,Gavin Sykes,Long Beach St.,BW,26,Wing G,72.3,3.7,2.1,1.9,4.5,-2.5,116.6,116.4,24.7,54.5,58.6,1.7,9.3,9.7,8.3,1.3,0.9,0.5,33.5,1.3,3-4,.750,51-78,.654,64-139,.460,101-126,.802,115-217,.530,42.3,10.2,60-159,.377
156,-,Jr,6-3,Jalen Cox,Colgate,Pat,29,Scoring PG,79.7,3.7,2.8,3.5,3.0,0.6,116.5,110.8,28.0,53.9,59.1,2.3,15.5,31.5,15.1,2.3,0.9,2.9,35.8,2.3,0-0,.000,104-161,.646,78-175,.446,118-138,.855,182-336,.542,12.7,2.9,17-49,.347
157,-,Sr,6-11,Rafael Castro,George Washington,A10,28,C,56.8,3.7,3.6,8.9,5.5,3.4,122.4,96.5,24.7,62.8,64.7,11.8,26.3,12.7,16.0,0.9,7.9,3.5,78.1,2.7,54-61,.885,135-209,.646,17-33,.515,125-189,.661,152-242,.628,0.0,0.0,0-0,.000
158,-,Sr,6-3,Derrian Ford,Temple,Amer,30,Wing G,86.4,3.7,2.6,1.3,3.1,-1.8,114.7,113.6,24.8,48.7,56.5,2.8,11.7,11.5,10.8,1.2,0.2,1.1,48.7,1.8,2-3,.667,81-166,.488,37-97,.381,163-190,.858,118-263,.449,32.6,7.2,48-127,.378
159,-,Sr,6-2,Meechie Johnson,South Carolina,SEC,32,Scoring PG,77.7,3.7,3.2,5.7,4.3,1.4,111.6,104.5,29.0,49.0,56.6,1.1,11.4,29.4,14.8,1.9,0.4,2.3,56.0,2.7,2-2,1.000,68-133,.511,33-73,.452,174-215,.809,101-206,.490,46.4,10.5,58-178,.326
160,-,So,6-5,Nolan Minessale,St. Thomas,Sum,31,Scoring PG,79.1,3.7,3.2,4.6,3.3,1.3,114.2,105.5,31.6,54.0,58.8,2.9,13.8,25.9,13.7,1.9,2.0,3.1,50.2,3.3,15-18,.833,139-217,.641,25-63,.397,158-211,.749,164-280,.586,33.3,8.2,42-140,.300
161,-,Jr,6-7,Andrej Stojakovic,Illinois,B10,34,Wing F,59.7,3.7,3.3,5.1,3.5,1.6,119.5,97.8,23.8,53.0,57.8,6.0,13.1,7.4,12.7,0.8,1.9,0.9,38.1,2.1,9-14,.643,109-166,.657,39-88,.443,103-128,.805,148-254,.583,24.4,5.6,20-82,.244
162,-,Fr,6-7,Stefan Vaaks,Providence,BE,31,Combo G,72.1,3.7,2.3,3.5,4.6,-1.0,115.4,112.4,23.4,52.2,56.7,1.7,6.7,18.1,14.3,1.7,0.8,1.5,29.5,2.2,8-9,.889,41-64,.641,21-56,.375,94-112,.839,62-120,.517,68.4,14.8,91-260,.350
