Rk,Pick,YR,HT,PLAYER,TEAM,CONF,G,ROLE,MIN_PCT,PRPG,D_PRPG,BPM,OBPM,DBPM,ORTG,DRTG,USG,EFG,TS,OR,DR,AST,TO,A_TO,BLK,STL,FTR,FC40,DUNKS_MADE_ATT,DUNKS_PCT,CLOSE_2_MADE_ATT,CLOSE_2_PCT,FAR_2_MADE_ATT,FAR_2_PCT,FT_MADE_ATT,FT_PCT,2P_MADE_ATT,2P_PCT,3PR,3P_PER_100,3P_MADE_ATT,3P_PCT
2622,-,Jr,6-8,Prince Johnson,Eastern Illinois,OVC,28,C,24.3,0.2,0.8,-5.6,-5.1,-0.6,116.2,113.0,9.4,46.9,54.1,9.9,14.2,0.7,10.8,0.4,4.9,1.2,75.0,6.2,1-1,1.000,13-23,.565,2-9,.222,17-24,.708,15-32,.469,0.0,0.0,0-0,.000
2623,-,Jr,7-0,Elijah Chol,UC Irvine,BW,24,PF/C,29.7,0.2,2.0,-0.6,-2.7,2.1,104.8,99.7,13.9,51.7,51.4,6.0,13.1,4.9,11.2,1.4,6.0,0.7,44.2,4.4,7-8,.875,26-44,.591,5-16,.313,18-38,.474,31-60,.517,30.2,3.7,9-26,.346
2624,-,Fr,6-8,Michael Simcoe,UC Santa Barbara,BW,29,Wing F,19.6,0.2,0.7,-1.7,-1.7,-0.1,104.7,110.0,15.8,50.0,52.3,11.5,11.5,9.9,22.0,1.1,1.0,2.7,40.9,4.5,5-6,.833,16-26,.615,3-7,.429,11-18,.611,19-33,.576,25.0,2.7,2-11,.182
2625,-,So,6-5,Warren Marshall IV,Oakland,Horz,28,Wing F,27.3,0.2,0.8,-1.8,-1.6,-0.2,108.9,115.5,12.7,55.9,56.7,6.0,9.5,2.4,15.6,0.6,5.6,2.2,32.4,3.8,6-6,1.000,27-36,.750,2-5,.400,13-22,.591,29-41,.707,39.7,4.5,6-27,.222
2626,-,Fr,6-10,Samuel Obenjo,Robert Morris,Horz,21,C,15.6,0.2,0.7,-2.1,-2.0,-0.2,115.6,112.8,11.2,63.6,59.6,8.0,8.5,9.1,19.2,1.4,0.6,0.9,86.4,2.6,6-6,1.000,12-18,.667,2-4,.500,9-19,.474,14-22,.636,0.0,0.0,0-0,.000
2627,-,Fr,6-6,Isiah Harwell,Houston,B12,32,Wing G,29.9,0.2,2.1,2.1,-1.3,3.4,95.6,89.7,16.6,36.8,39.7,4.3,12.5,6.3,8.4,1.7,2.4,2.6,24.0,3.4,2-2,1.000,6-11,.545,7-33,.212,19-31,.613,13-44,.295,65.9,11.8,23-85,.271
2628,-,So,6-10,Anthony Robinson,Xavier,BE,26,C,19.7,0.2,1.0,-2.7,-3.4,0.7,96.6,104.2,16.4,54.3,50.7,12.3,14.7,4.9,20.9,0.5,5.6,1.9,151.4,6.4,9-12,.750,18-29,.621,1-6,.167,23-53,.434,19-35,.543,0.0,0.0,0-0,.000
2629,-,Jr,6-1,Denver Anglin,Iona,MAAC,31,Combo G,66.8,0.2,2.0,-3.4,-2.4,-1.0,98.1,113.6,18.7,44.0,46.4,0.7,7.5,13.0,10.8,2.0,0.4,1.9,13.4,1.6,0-1,.000,22-53,.415,22-50,.440,31-39,.795,44-103,.427,64.6,12.6,56-188,.298
2630,-,Fr,6-6,Tomas Valentiny,Stony Brook,CAA,30,Wing F,46.9,0.2,1.4,-2.6,-1.7,-0.9,103.7,113.0,14.4,46.5,48.5,5.1,14.8,8.0,11.7,1.8,1.9,0.8,25.0,2.1,9-9,1.000,21-41,.512,4-14,.286,20-32,.625,25-55,.455,57.0,7.7,23-73,.315
2631,-,Jr,6-4,Cole Franklin,North Texas,Amer,31,Wing G,62.0,0.2,3.0,0.3,-2.1,2.4,101.1,99.3,14.9,44.3,48.1,6.5,13.4,8.7,15.5,1.2,2.4,3.1,35.7,3.5,3-3,1.000,39-69,.565,13-40,.325,40-60,.667,52-109,.477,35.1,4.5,15-59,.254
2632,-,Jr,6-2,Etienne Strothers,Hampton,CAA,30,Combo G,46.7,0.2,1.5,-2.1,-2.8,0.7,96.5,111.1,19.9,43.3,49.2,1.9,8.4,16.6,19.8,1.4,1.8,3.1,38.9,4.0,3-3,1.000,27-57,.474,5-23,.217,47-61,.770,32-80,.400,49.0,8.2,24-77,.312
2633,-,So,6-5,Gioacchino Panzini,Cornell,Ivy,25,Wing G,24.2,0.2,0.6,-3.4,-3.0,-0.4,109.6,116.8,12.4,66.3,63.7,5.6,15.4,8.5,25.0,1.1,3.0,2.2,37.5,7.1,3-3,1.000,16-22,.727,0-0,.000,7-15,.467,16-22,.727,45.0,4.0,7-18,.389
2634,-,Fr,6-0,Isaiah Campbell-Finch,Samford,SC,27,Combo G,52.2,0.2,1.4,-4.9,-2.9,-1.9,103.0,117.6,16.8,51.2,51.8,1.8,5.9,10.2,10.9,1.9,0.0,0.8,36.7,3.3,0-0,.000,35-64,.547,11-29,.379,32-61,.525,46-93,.495,44.0,6.7,26-73,.356
2635,-,Sr,6-10,Allen Udemadu,Jacksonville,ASun,23,C,21.7,0.2,0.8,-6.2,-5.5,-0.8,101.0,115.0,19.3,58.5,62.6,10.7,15.9,3.8,29.2,0.2,0.9,2.1,52.8,8.4,4-4,1.000,26-38,.684,5-15,.333,21-28,.750,31-53,.585,0.0,0.0,0-0,.000
2636,-,So,6-0,Justin Begg,Sam Houston St.,CUSA,20,Scoring PG,43.2,0.2,2.1,-3.8,-2.1,-1.7,90.9,111.7,23.8,48.6,51.3,1.2,9.3,22.7,30.6,1.1,0.6,1.5,21.6,3.0,0-1,.000,28-48,.583,11-36,.306,28-38,.737,39-84,.464,52.3,9.7,31-92,.337
2637,-,Sr,6-10,Jacob Conner,Dayton,A10,36,Wing F,40.9,0.2,2.0,1.1,-1.2,2.3,105.5,100.4,11.8,50.0,51.9,4.4,12.1,11.8,17.2,1.8,2.0,2.2,27.3,3.1,10-11,.909,20-30,.667,1-5,.200,17-27,.630,21-35,.600,64.6,6.2,19-64,.297
2638,-,Sr,6-3,Elijah Kennedy,Hampton,CAA,21,Combo G,21.7,0.2,1.1,0.7,-1.1,1.8,100.5,109.1,18.2,44.4,46.4,3.3,11.8,11.9,10.1,2.1,1.7,3.5,24.7,2.4,3-3,1.000,20-34,.588,4-17,.235,12-20,.600,24-51,.471,37.0,6.9,8-30,.267
2639,-,Sr,6-11,KC Ibekwe,Pacific,WCC,30,C,22.1,0.2,0.9,-2.2,-3.8,1.6,95.2,104.5,21.6,58.3,54.8,8.0,12.8,8.7,22.5,0.4,3.7,1.5,29.8,6.2,1-2,.500,32-59,.542,17-25,.680,7-25,.280,49-84,.583,0.0,0.0,0-0,.000
2640,-,Sr,6-2,Jabrion Spikes,Tennessee St.,OVC,28,Wing G,23.3,0.2,0.7,-4.3,-3.9,-0.4,110.8,115.2,12.6,54.8,55.8,5.1,7.2,4.3,16.0,0.6,1.2,2.2,11.1,6.3,0-0,.000,22-32,.688,5-12,.417,5-7,.714,27-44,.614,30.2,3.8,5-19,.263
2641,-,Fr,6-5,Brady Loughlin,Brown,Ivy,11,Wing G,19.6,0.2,1.0,-2.9,-1.2,-1.7,104.9,117.8,15.6,58.5,59.7,1.1,11.0,4.1,17.2,0.7,2.0,0.6,18.9,2.8,0-0,.000,6-8,.750,1-3,.333,7-10,.700,7-11,.636,79.2,12.5,16-42,.381
2642,-,So,6-10,Reid Cason,East Carolina,Amer,30,C,37.6,0.2,1.5,-1.3,-3.3,2.1,104.3,106.6,14.2,56.9,59.1,9.3,15.5,3.8,24.0,0.4,7.1,2.2,47.5,5.7,10-10,1.000,41-60,.683,4-13,.308,25-38,.658,44-72,.611,10.0,1.0,1-8,.125
2643,-,Sr,6-5,Foster Wonders,Cleveland St.,Horz,29,Wing G,53.8,0.2,0.6,-5.0,-1.9,-3.1,110.7,126.8,10.7,52.6,53.4,1.1,8.3,6.1,8.1,2.0,0.0,1.4,8.0,2.7,0-0,.000,10-16,.625,5-9,.556,8-11,.727,15-25,.600,81.8,9.8,38-112,.339
2644,-,Jr,6-3,Andrew King,Youngstown St.,Horz,29,Scoring PG,42.2,0.2,1.4,-2.7,-2.7,0.0,109.1,111.0,13.1,53.1,59.0,4.8,15.2,24.3,31.7,2.5,0.2,1.2,79.2,3.1,0-0,.000,13-21,.619,5-12,.417,27-38,.711,18-33,.545,31.3,1.8,5-15,.333
2645,-,Fr,6-2,Leroy Kelly IV,Tarleton St.,WAC,18,Combo G,34.0,0.2,2.2,-0.2,-2.3,2.1,102.0,105.0,13.5,44.6,48.5,3.0,13.6,9.6,14.0,1.7,0.0,4.7,32.5,4.0,0-0,.000,13-22,.591,9-21,.429,19-27,.704,22-43,.512,48.2,5.9,10-40,.250
2646,-,Sr,6-8,Josh Taylor,East Texas A&M,Slnd,30,PF/C,41.7,0.2,1.2,-3.6,-2.6,-1.0,98.2,113.6,17.9,53.3,54.0,9.8,13.3,9.4,21.5,0.7,4.2,1.2,28.3,3.6,11-14,.786,46-71,.648,6-25,.240,19-34,.559,52-96,.542,20.0,2.8,8-24,.333
2647,-,Fr,6-8,Cale Barclay,Southern Utah,WAC,28,Wing F,37.6,0.2,0.8,-6.1,-4.0,-2.1,96.1,118.7,18.3,45.6,50.3,8.2,11.4,10.5,21.7,0.9,0.4,0.9,48.0,5.9,1-2,.500,33-47,.702,6-21,.286,33-49,.673,39-68,.574,33.3,4.4,5-34,.147
2648,-,Sr,6-4,Cameron Tweedy,Saint Francis,NEC,29,Wing G,33.2,0.2,0.4,-5.5,-2.2,-3.3,107.8,126.0,13.5,55.6,56.7,6.3,14.1,6.2,16.4,0.8,0.9,0.7,21.0,2.6,3-3,1.000,41-61,.672,4-19,.211,11-17,.647,45-80,.563,1.2,0.1,0-1,.000
2649,-,Sr,6-2,Marcus Greene,Fordham,A10,28,Combo G,36.7,0.2,1.4,-2.7,-3.6,1.0,105.4,108.0,13.1,50.0,50.1,0.3,6.0,6.2,10.0,2.3,0.9,1.6,5.5,3.8,3-3,1.000,11-17,.647,6-12,.500,3-6,.500,17-29,.586,73.4,11.6,25-80,.313
2650,-,Sr,6-3,Adetokunbo Bakare,Saint Peter's,MAAC,24,Combo G,24.9,0.2,1.0,-1.0,-0.9,-0.1,100.1,110.4,18.8,42.9,47.0,4.2,9.5,6.7,15.0,0.9,0.4,3.7,20.7,2.1,0-0,.000,6-16,.375,2-9,.222,16-19,.842,8-25,.320,72.8,14.6,21-67,.313
2651,-,Jr,6-0,Kaden Brown,Southern Indiana,OVC,11,Combo G,28.4,0.2,2.0,-4.4,-2.7,-1.7,96.2,114.3,21.1,46.0,50.5,1.9,7.0,11.7,18.8,0.9,0.3,2.0,44.4,2.6,0-0,.000,8-14,.571,3-11,.273,30-44,.682,11-25,.440,74.7,13.4,23-74,.311
2652,-,Jr,6-9,Osiris Grady,UC Riverside,BW,30,Wing F,77.6,0.2,2.2,-3.9,-2.7,-1.2,95.1,114.3,18.6,45.9,48.9,4.6,14.6,11.0,17.6,0.9,2.0,0.5,34.9,2.9,26-29,.897,75-131,.573,30-82,.366,57-89,.640,105-213,.493,16.5,2.5,8-42,.190
2653,-,Fr,6-8,Kaidon Rayfield,UTSA,Amer,24,Stretch 4,42.1,0.2,1.3,-3.9,-2.7,-1.2,93.8,115.4,20.3,41.7,45.0,7.9,15.0,8.4,14.4,0.8,3.8,2.1,47.1,4.8,9-10,.900,38-80,.475,6-19,.316,37-65,.569,44-99,.444,28.3,4.7,9-39,.231
2654,-,So,6-2,Justin Redmond,Northwestern St.,Slnd,21,Combo G,29.2,0.2,1.1,-5.1,-2.7,-2.3,91.6,115.3,23.4,41.7,45.5,2.8,8.0,15.7,14.9,1.4,0.3,2.3,18.9,3.5,0-0,.000,10-28,.357,13-35,.371,20-24,.833,23-63,.365,50.4,11.1,20-64,.313
2655,-,Sr,6-7,Jimel Lane,Grambling St.,SWAC,26,Wing F,46.8,0.2,2.2,-2.9,-3.0,0.1,95.8,105.8,20.5,44.6,50.3,7.3,16.9,9.9,20.3,0.6,2.3,2.4,36.3,3.4,11-14,.786,43-83,.518,20-52,.385,48-61,.787,63-135,.467,19.6,3.3,8-33,.242
2656,-,Jr,6-2,Dylan Diaz,Louisiana Monroe,SB,21,Combo G,40.5,0.2,0.6,-5.0,-1.8,-3.2,103.6,127.0,14.0,52.8,55.7,1.8,7.8,9.3,17.3,1.2,0.7,1.3,26.2,2.0,0-0,.000,7-16,.438,3-13,.231,21-28,.750,10-29,.345,72.9,9.0,31-78,.397
2657,-,Sr,6-7,Randarius Jones,Grambling St.,SWAC,19,PF/C,23.7,0.2,1.3,-5.8,-4.6,-1.2,98.8,111.1,18.6,48.6,54.2,9.8,13.0,7.4,23.2,0.4,0.8,0.8,37.5,4.9,2-2,1.000,33-59,.559,2-13,.154,22-27,.815,35-72,.486,0.0,0.0,0-0,.000
2658,-,So,6-5,Landren Blocker,Southeast Missouri St.,OVC,30,Wing F,44.3,0.2,1.8,-1.0,-2.9,1.9,103.9,105.0,15.9,51.7,51.5,10.4,14.2,5.3,15.6,0.7,4.4,3.0,43.1,5.9,12-15,.800,38-68,.559,7-25,.280,24-50,.480,45-93,.484,19.8,2.5,10-23,.435
2659,-,Sr,6-9,Ismael Diouf,Northern Iowa,MVC,34,Stretch 4,24.5,0.2,1.1,-2.7,-4.0,1.3,94.2,101.8,21.7,48.4,49.4,6.7,7.6,18.3,21.9,1.3,2.6,1.1,11.7,6.7,14-14,1.000,27-44,.614,2-5,.400,7-11,.636,29-49,.592,47.9,8.2,11-45,.244
2660,-,So,6-7,Ayomide Bamisile,Louisiana Monroe,SB,22,PF/C,25.1,0.2,0.7,-6.3,-4.8,-1.5,108.0,119.4,12.2,50.9,51.1,11.5,12.6,3.3,13.7,0.6,6.5,1.9,26.4,7.4,7-8,.875,24-43,.558,3-9,.333,7-14,.500,27-52,.519,1.9,0.2,0-1,.000
2661,-,Jr,6-9,Alex Doyle,Stetson,ASun,31,Stretch 4,42.3,0.2,0.8,-2.8,-0.6,-2.2,103.7,120.7,16.1,57.5,57.7,4.1,11.3,10.6,20.9,0.9,1.3,1.2,4.5,2.1,0-0,.000,8-13,.615,6-15,.400,4-6,.667,14-28,.500,79.1,11.9,42-106,.396
2662,-,Fr,6-4,Jay Jones,Penn,Ivy,26,Wing G,30.0,0.2,1.3,-1.8,-3.1,1.3,100.2,105.6,17.1,45.7,50.2,3.1,16.3,15.2,17.5,1.7,0.3,2.2,77.1,3.6,0-0,.000,16-37,.432,7-16,.438,32-54,.593,23-53,.434,24.3,2.8,6-17,.353
2663,-,So,6-5,Mikah Ballew,Portland,WCC,29,Combo G,52.6,0.2,1.7,-4.0,-2.8,-1.2,93.9,112.8,19.3,43.8,49.8,1.1,7.6,6.5,16.6,0.7,0.4,1.7,33.0,2.8,1-1,1.000,11-32,.344,13-39,.333,58-69,.841,24-71,.338,66.0,11.7,45-138,.326
2664,-,Sr,6-5,Walter Brown,UNLV,MWC,33,Wing G,48.9,0.2,1.7,-1.3,-1.4,0.1,103.3,110.6,11.6,51.9,53.1,5.5,10.5,8.7,21.6,1.2,2.1,1.4,34.0,4.2,2-2,1.000,22-40,.550,6-14,.429,20-35,.571,28-54,.519,47.6,4.1,17-49,.347
2665,-,Sr,6-7,Kellan Boylan,Lipscomb,ASun,30,Wing F,30.0,0.2,1.2,-3.4,-3.9,0.5,106.7,105.3,15.6,40.7,47.8,10.2,21.1,8.6,13.2,1.6,1.8,2.2,60.0,5.2,2-3,.667,27-52,.519,0-3,.000,29-42,.690,27-55,.491,21.4,2.4,1-15,.067
2666,-,So,6-2,Kajus Kublickas,Pacific,WCC,31,Scoring PG,48.9,0.2,1.8,-3.8,-3.4,-0.4,92.2,107.3,21.2,42.7,47.2,2.4,11.8,24.9,27.3,1.6,0.2,1.2,32.5,4.3,0-0,.000,20-51,.392,14-30,.467,37-51,.725,34-81,.420,48.4,7.6,22-76,.289
2667,-,Fr,6-3,Royal Blue Smith,Arkansas St.,SB,25,Combo G,26.2,0.2,1.1,-2.1,-2.8,0.7,97.1,108.3,19.9,52.5,52.5,2.7,9.8,13.9,24.1,1.0,0.3,3.1,27.5,4.9,0-1,.000,21-30,.700,1-8,.125,14-28,.500,22-38,.579,62.7,11.0,21-64,.328
2668,-,Jr,6-2,Kyan Evans,North Carolina,ACC,33,Scoring PG,44.1,0.2,2.0,-1.8,-2.8,1.1,95.8,102.0,16.0,44.5,45.8,0.0,7.1,22.6,23.0,2.2,0.0,1.7,9.5,3.7,0-0,.000,12-24,.500,1-8,.125,9-13,.692,13-32,.406,76.6,10.4,32-105,.305
2669,-,Fr,5-10,Jayden Tyler,Wofford,SC,23,Combo G,24.7,0.2,0.8,-5.0,-3.7,-1.2,107.2,117.2,16.1,52.5,52.5,2.3,6.1,5.4,8.5,1.2,1.5,2.8,40.5,5.3,1-1,1.000,12-22,.545,1-11,.091,16-32,.500,13-33,.394,58.2,9.0,19-46,.413
2670,-,Sr,6-3,Israel Hart,Southern Miss,SB,32,Combo G,52.9,0.2,1.8,-2.2,-2.4,0.3,96.3,110.2,19.7,43.1,48.3,1.2,8.8,11.7,17.7,1.0,1.4,2.9,28.0,3.5,0-2,.000,17-33,.515,20-62,.323,52-63,.825,37-95,.389,57.8,10.6,40-130,.308
2671,-,Fr,6-4,Eric Freeny,UCLA,B10,28,Wing G,21.3,0.2,1.2,1.2,-0.3,1.5,103.1,102.6,12.0,46.4,46.8,6.8,10.9,6.4,14.8,1.3,1.7,1.6,14.3,3.4,0-0,.000,7-15,.467,4-14,.286,4-8,.500,11-29,.379,48.2,5.3,10-27,.370
2672,-,Jr,6-9,Robert Lewis,Lindenwood,OVC,30,C,39.4,0.2,1.2,-4.6,-4.0,-0.6,108.2,112.1,13.2,59.2,57.0,8.4,14.5,3.5,16.6,0.5,3.5,0.5,32.7,5.8,9-9,1.000,43-60,.717,12-29,.414,13-32,.406,55-89,.618,9.2,1.0,2-9,.222
2673,-,So,7-3,Aly Tounkara,Arkansas St.,SB,30,C,44.4,0.2,1.8,-1.4,-2.7,1.2,107.0,105.6,12.7,60.4,57.5,13.3,19.8,4.5,24.0,0.5,6.6,1.1,33.0,5.6,13-15,.867,52-77,.675,3-14,.214,11-30,.367,55-91,.604,0.0,0.0,0-0,.000
2674,-,Sr,6-7,Tyler Coleman,Towson,CAA,31,Wing F,47.9,0.2,2.1,-1.8,-3.4,1.6,103.6,103.5,13.9,50.0,53.0,5.6,14.1,2.2,18.2,0.3,2.0,2.1,33.6,3.8,6-9,.667,32-57,.561,14-37,.378,28-41,.683,46-94,.489,23.0,2.8,10-28,.357
2675,-,Sr,6-8,Quincy Allen,Bryant,AE,14,Wing F,29.6,0.2,2.2,-0.7,-1.2,0.5,89.1,108.7,24.3,43.6,45.6,5.4,15.2,7.4,14.7,0.8,6.4,3.9,20.3,3.7,20-25,.800,27-42,.643,7-27,.259,17-27,.630,34-69,.493,48.1,11.4,16-64,.250
2676,-,Sr,6-4,Chase Forte,Boston College,ACC,31,Scoring PG,57.4,0.2,2.6,-0.7,-2.7,2.0,93.1,101.6,19.2,39.5,43.6,2.4,9.0,24.1,17.4,2.2,1.3,2.6,44.6,2.7,3-4,.750,31-64,.484,6-26,.231,47-79,.595,37-90,.411,49.2,7.2,22-87,.253
2677,-,Fr,6-9,Augustine Ekwe,New Mexico St.,CUSA,20,C,17.0,0.2,1.0,-2.9,-4.3,1.3,107.1,106.5,13.1,58.8,61.4,9.3,15.2,1.9,24.9,0.3,9.1,0.9,26.5,7.0,4-4,1.000,9-14,.643,11-20,.550,7-9,.778,20-34,.588,0.0,0.0,0-0,.000
2678,-,So,6-4,Kevin McCarthy,Army,Pat,28,Wing G,55.8,0.2,1.0,-5.1,-2.2,-2.9,102.4,122.2,16.5,48.7,49.6,4.9,8.0,9.8,13.8,1.3,0.5,1.1,8.2,2.9,0-0,.000,18-34,.529,7-19,.368,11-16,.688,25-53,.472,73.0,12.5,47-143,.329
2679,-,Fr,6-4,Evan Anderson,South Dakota,Sum,25,Wing G,30.2,0.2,0.7,-3.9,-2.5,-1.3,114.1,119.0,9.5,59.0,63.3,6.1,8.2,8.3,24.7,1.0,0.3,1.3,41.0,2.8,0-0,.000,14-19,.737,0-4,.000,13-16,.813,14-23,.609,41.0,2.5,6-16,.375
2680,-,Sr,6-8,Apostolos Roumoglou,Richmond,A10,26,PF/C,32.2,0.1,1.5,0.8,-0.2,1.1,106.3,105.6,12.5,45.0,45.8,5.0,19.7,13.6,11.6,3.1,4.2,1.9,5.0,2.1,2-2,1.000,12-17,.706,3-6,.500,3-4,.750,15-23,.652,71.3,8.3,14-57,.246
2681,-,So,6-6,Kerrington Kiel,Troy,SB,32,PF/C,39.0,0.1,1.6,-0.8,-2.5,1.7,102.2,105.1,15.7,39.7,46.3,9.8,15.1,11.0,19.1,1.3,1.9,3.3,46.1,4.5,2-2,1.000,23-54,.426,1-1,1.000,34-47,.723,24-55,.436,46.1,5.4,11-47,.234
2682,-,So,6-5,Bubz Alvarez,South Dakota St.,Sum,18,Wing G,23.4,0.1,1.2,-4.3,-3.5,-0.8,98.9,111.0,18.4,50.0,51.8,6.7,12.0,9.8,20.0,1.3,0.0,2.4,46.9,4.4,2-3,.667,26-43,.605,0-4,.000,17-30,.567,26-47,.553,26.6,3.7,4-17,.235
2683,-,Jr,6-5,Caleb Smith,Rider,MAAC,28,Wing G,75.0,0.1,1.7,-4.1,-2.6,-1.6,100.0,117.8,15.8,39.9,46.6,8.5,18.8,9.4,15.2,1.2,0.7,2.3,56.0,3.2,0-0,.000,48-111,.432,10-31,.323,64-94,.681,58-142,.408,15.5,1.9,6-26,.231
2684,-,Sr,6-5,Kaden Fuhrmann,Mercyhurst,NEC,31,Combo G,27.5,0.1,0.7,-4.2,-2.9,-1.4,106.7,116.1,15.3,52.8,54.4,1.0,6.9,12.0,13.7,2.1,0.0,1.7,9.0,3.7,0-0,.000,4-6,.667,7-9,.778,7-8,.875,11-15,.733,83.1,12.9,24-74,.324
2685,-,So,6-4,Wyatt Nausadis,American,Pat,30,Combo G,57.2,0.1,1.5,-3.8,-2.7,-1.1,97.9,115.2,19.4,50.3,52.6,1.7,6.0,12.6,19.4,1.2,0.5,2.4,26.2,3.0,0-0,.000,30-53,.566,12-33,.364,34-50,.680,42-86,.488,55.0,9.2,36-105,.343
2686,-,Sr,6-3,Josh Lee,Denver,Sum,21,Wing G,17.4,0.1,0.5,-5.1,-4.2,-0.9,102.9,119.1,16.0,41.3,49.6,1.7,13.9,8.8,14.3,1.1,0.0,2.6,52.2,5.8,0-0,.000,7-11,.636,3-13,.231,19-24,.792,10-24,.417,47.8,6.3,6-22,.273
2687,-,Jr,6-9,Jake Brack,South Dakota,Sum,23,C,26.3,0.1,0.8,-3.9,-3.9,0.0,115.0,116.1,9.3,54.8,57.3,8.8,13.7,4.5,17.5,0.8,2.1,1.3,74.2,5.8,0-1,.000,14-24,.583,3-7,.429,14-23,.609,17-31,.548,0.0,0.0,0-0,.000
2688,-,Sr,6-5,Brit Harris,FIU,CUSA,29,Combo G,46.0,0.1,1.6,-0.6,-1.8,1.2,102.3,108.5,14.6,47.8,49.2,1.0,13.2,13.4,16.2,1.9,0.9,3.0,20.6,2.7,2-2,1.000,20-32,.625,3-11,.273,17-28,.607,23-43,.535,68.4,9.6,28-93,.301
2689,-,Jr,6-10,Dimitri Clerc,Massachusetts,MAC,25,C,16.5,0.1,0.8,-3.2,-2.8,-0.4,98.2,107.4,20.0,60.8,56.5,13.4,22.6,2.5,22.1,0.2,2.9,1.6,74.5,6.5,5-5,1.000,29-43,.674,2-8,.250,16-38,.421,31-51,.608,0.0,0.0,0-0,.000
2690,-,Fr,6-7,Keshawn Fisher,Detroit Mercy,Horz,18,Stretch 4,16.3,0.1,0.8,-2.4,-1.7,-0.7,92.3,112.0,26.0,44.5,47.3,6.8,13.8,12.9,21.5,0.7,3.6,1.8,14.6,5.3,2-2,1.000,15-26,.577,5-20,.250,10-12,.833,20-46,.435,43.9,10.6,11-36,.306
2691,-,Sr,6-9,Keyontae Lewis,Norfolk St.,MEAC,27,C,44.1,0.1,1.2,-4.6,-3.5,-1.1,103.2,115.1,16.0,53.7,53.9,10.0,14.5,4.1,18.2,0.5,4.0,1.5,42.6,5.8,2-2,1.000,43-65,.662,15-43,.349,24-46,.522,58-108,.537,0.0,0.0,0-0,.000
2692,-,Sr,6-10,Makai Richards,Chattanooga,SC,29,PF/C,31.5,0.1,0.8,-5.3,-4.7,-0.6,107.0,116.4,15.6,55.6,59.3,7.6,16.7,11.9,24.1,1.0,4.0,0.8,38.7,6.8,5-6,.833,24-38,.632,9-21,.429,18-24,.750,33-59,.559,4.8,0.5,1-3,.333
2693,-,Fr,6-3,Jalen Kampen,Central Michigan,MAC,19,Wing G,23.0,0.1,0.8,-5.5,-3.0,-2.4,104.2,118.7,14.4,50.0,53.0,1.8,11.2,4.8,12.2,0.9,0.8,0.9,20.9,3.5,0-0,.000,9-21,.429,11-18,.611,11-14,.786,20-39,.513,41.8,6.1,9-28,.321
2694,-,Fr,6-5,Abijah Franklin,Furman,SC,21,Combo G,17.5,0.1,1.0,-2.6,-3.4,0.8,95.6,107.6,24.6,41.0,45.1,8.7,8.7,14.6,17.2,1.2,0.5,3.4,34.6,4.8,1-1,1.000,11-35,.314,3-8,.375,18-27,.667,14-43,.326,44.9,9.3,12-35,.343
2695,-,Fr,6-3,Bryce Quinet,Evansville,MVC,30,Scoring PG,68.1,0.1,1.7,-5.3,-3.8,-1.5,90.7,116.1,20.9,43.8,48.5,1.0,8.0,18.8,19.3,1.3,0.3,2.2,35.2,2.3,0-0,.000,41-84,.488,30-72,.417,58-80,.725,71-156,.455,31.3,5.1,19-71,.268
2696,-,So,6-4,Quentin Duncan,NJIT,AE,32,Wing G,34.5,0.1,0.9,-3.0,-1.8,-1.2,104.0,116.2,15.9,51.2,51.5,1.8,11.8,5.8,8.4,1.5,1.6,1.5,20.2,3.8,0-0,.000,10-18,.556,7-26,.269,13-25,.520,17-44,.386,64.5,10.7,31-80,.388
2697,-,Jr,6-2,Irish Coquia,New Orleans,Slnd,25,Pure PG,18.1,0.1,0.6,-3.0,-1.0,-2.0,98.5,115.5,17.7,45.9,49.9,1.5,6.1,23.8,25.5,1.6,0.0,1.9,21.3,2.2,0-0,.000,2-6,.333,5-14,.357,11-13,.846,7-20,.350,67.2,9.7,14-41,.341
2698,-,So,6-9,Tyler McKinley,Cincinnati,B12,25,C,23.1,0.1,1.6,0.4,-3.0,3.3,104.5,95.6,10.5,51.2,48.6,9.8,9.8,9.0,19.9,1.5,2.2,1.5,22.0,5.0,3-5,.600,16-24,.667,5-15,.333,2-9,.222,21-39,.538,4.9,0.4,0-2,.000
2699,-,Sr,6-2,Marcus Fitzgerald Jr.,Jacksonville St.,CUSA,27,Combo G,42.9,0.1,1.5,-2.0,-2.5,0.5,104.1,110.3,13.9,50.4,52.7,1.6,8.2,10.5,16.5,1.3,0.5,2.1,14.3,3.1,0-0,.000,11-23,.478,5-11,.455,13-16,.813,16-34,.471,69.6,9.4,27-78,.346
2700,-,Sr,6-3,Elmore James,Ball St.,MAC,29,Combo G,59.1,0.1,1.5,-5.1,-3.4,-1.7,99.7,115.8,17.6,44.7,48.5,2.3,6.5,7.6,9.5,1.4,0.4,1.5,19.2,2.2,0-0,.000,41-70,.586,13-39,.333,34-40,.850,54-109,.495,47.6,8.7,26-99,.263
2701,-,Fr,6-9,Leopold Levillain,Long Beach St.,BW,28,C,45.3,0.1,1.7,-3.5,-3.8,0.3,99.6,109.3,15.3,56.6,58.5,8.6,23.0,8.9,27.5,0.7,2.0,1.6,71.1,6.2,8-8,1.000,42-62,.677,5-21,.238,36-59,.610,47-83,.566,0.0,0.0,0-0,.000
